,open,close,high,low,volume,money
2013-01-09,2518.1,2526.13,2534.24,2504.3,7023117000.0,74233596955.0
2013-01-10,2525.59,2530.57,2553.35,2513.73,7108586200.0,71159045499.0
2013-01-11,2533.49,2483.23,2539.79,2473.7,7423917600.0,72775921987.0
2013-01-14,2474.18,2577.72,2583.63,2474.0,9355409100.0,96853471373.0
2013-01-15,2579.13,2595.86,2605.41,2576.92,9862080500.0,101356961358.0
2013-01-16,2591.36,2577.09,2600.09,2540.52,9353608400.0,95564995007.0
2013-01-17,2570.71,2552.76,2575.06,2539.67,6991523900.0,71716118533.0
2013-01-18,2568.69,2595.44,2607.45,2553.45,7794030300.0,77435163470.0
2013-01-21,2605.65,2610.9,2611.2,2582.65,8413374200.0,85357442058.0
2013-01-22,2610.39,2596.9,2620.03,2578.18,10576627500.0,102261160399.0
2013-01-23,2588.2,2607.46,2611.41,2576.36,7573944400.0,72758926411.0
2013-01-24,2606.43,2582.76,2663.4,2564.21,11127717200.0,109537680297.0
2013-01-25,2580.88,2571.67,2591.51,2567.11,5848735900.0,60689373994.0
2013-01-28,2577.27,2651.86,2651.97,2577.27,9127479000.0,98173275704.0
2013-01-29,2655.38,2675.87,2685.53,2646.15,10104022900.0,108827009893.0
2013-01-30,2678.43,2688.71,2689.68,2662.06,9987499000.0,100856652553.0
2013-01-31,2690.95,2686.88,2696.88,2671.33,9674010100.0,94476820552.0
2013-02-01,2677.19,2743.32,2744.32,2671.27,10387951500.0,110560933901.0
2013-02-04,2753.69,2748.03,2768.5,2731.08,12793917900.0,136119589827.0
2013-02-05,2727.93,2771.68,2779.95,2725.36,11613081900.0,112701171610.0
2013-02-06,2771.91,2775.84,2787.46,2765.74,8277927100.0,88989578113.0
2013-02-07,2771.53,2759.87,2775.97,2722.87,8997814200.0,95978595584.0
2013-02-08,2755.65,2771.72,2791.3,2747.95,7742964400.0,82903631783.0
2013-02-18,2784.07,2737.47,2787.74,2731.51,7643822700.0,81001366822.0
2013-02-19,2735.05,2685.61,2740.74,2674.34,8062643100.0,82460808230.0
2013-02-20,2686.09,2702.64,2703.1,2665.23,7001937700.0,73636360656.0
2013-02-21,2675.74,2610.55,2675.74,2584.76,10065798400.0,103619498796.0
2013-02-22,2607.65,2596.6,2618.48,2591.15,6020485200.0,65899100176.0
2013-02-25,2607.15,2604.96,2628.7,2590.79,5316194200.0,55614493314.0
2013-02-26,2587.38,2567.59,2631.09,2564.67,8000306500.0,83373960556.0
2013-02-27,2576.05,2594.68,2615.25,2569.38,6322674300.0,64612274221.0
2013-02-28,2611.94,2673.33,2673.71,2594.0,8692259500.0,92235377254.0
2013-03-01,2671.84,2668.84,2680.85,2626.99,7334375300.0,80342747703.0
2013-03-04,2619.42,2545.72,2619.57,2528.69,11061910300.0,112585043728.0
2013-03-05,2547.89,2622.81,2623.17,2541.77,8966115200.0,92357133815.0
2013-03-06,2634.87,2650.2,2658.14,2620.43,9582965200.0,95048891279.0
2013-03-07,2639.78,2619.48,2658.97,2592.87,9408266600.0,96498095994.0
2013-03-08,2622.68,2606.93,2632.62,2601.96,5942955700.0,63054592405.0
2013-03-11,2600.28,2592.37,2611.65,2574.17,5094643600.0,52460900851.0
2013-03-12,2590.39,2555.61,2619.51,2530.25,7193514100.0,71675127580.0
